"Sample","Year","Month","Location","Sex","GSI","fLocation","fSex"
"2121",2121,3,1,2,1,0.1584,"2","M"
"2122",2122,3,2,1,1,0.1584,"1","M"
"2123",2123,3,1,1,1,0.1583,"1","M"
"2129",2129,3,1,1,1,0.1563,"1","M"
"2131",2131,3,1,2,1,0.155,"2","M"
"2132",2132,3,1,2,1,0.1545,"2","M"
"2135",2135,3,12,1,1,0.1536,"1","M"
"2136",2136,3,2,1,1,0.1535,"1","M"
"2138",2138,3,12,1,1,0.1528,"1","M"
"2139",2139,3,1,2,1,0.1527,"2","M"
"2141",2141,3,1,2,1,0.1509,"2","M"
"2143",2143,3,12,1,1,0.15,"1","M"
"2144",2144,3,2,1,1,0.15,"1","M"
"2146",2146,3,12,1,1,0.1462,"1","M"
"2147",2147,3,1,2,1,0.1456,"2","M"
"2148",2148,3,1,2,1,0.1436,"2","M"
"2149",2149,3,12,1,1,0.1415,"1","M"
"2151",2151,3,2,1,1,0.1411,"1","M"
"2157",2157,3,2,1,1,0.1383,"1","M"
"2158",2158,3,2,1,1,0.1374,"1","M"
"2163",2163,3,11,1,1,0.1328,"1","M"
"2168",2168,3,12,1,1,0.1319,"1","M"
"2169",2169,3,1,2,1,0.1303,"2","M"
"2170",2170,3,1,2,1,0.1301,"2","M"
"2171",2171,3,12,1,1,0.1296,"1","M"
"2172",2172,3,12,1,1,0.1293,"1","M"
"2173",2173,3,1,2,1,0.1287,"2","M"
"2174",2174,3,1,2,1,0.1286,"2","M"
"2175",2175,3,12,1,1,0.1282,"1","M"
"2176",2176,3,2,1,1,0.1274,"1","M"
"2177",2177,3,12,1,1,0.1272,"1","M"
"2178",2178,3,1,1,1,0.1265,"1","M"
"2180",2180,3,12,1,1,0.126,"1","M"
"2182",2182,3,2,1,1,0.1246,"1","M"
"2183",2183,3,1,1,1,0.1236,"1","M"
"2185",2185,3,1,2,1,0.122,"2","M"
"2186",2186,3,1,2,1,0.1211,"2","M"
"2187",2187,3,2,1,1,0.1211,"1","M"
"2189",2189,3,12,1,1,0.1206,"1","M"
"2190",2190,3,1,2,1,0.1202,"2","M"
"2191",2191,3,2,1,1,0.1202,"1","M"
"2192",2192,3,12,1,1,0.1189,"1","M"
"2193",2193,3,12,1,1,0.1162,"1","M"
"2194",2194,3,12,1,1,0.1156,"1","M"
"2196",2196,3,1,1,1,0.1137,"1","M"
"2197",2197,3,1,2,1,0.1135,"2","M"
"2198",2198,3,1,1,1,0.1132,"1","M"
"2201",2201,3,1,2,1,0.1124,"2","M"
"2202",2202,3,10,1,1,0.1116,"1","M"
"2205",2205,3,12,1,1,0.1051,"1","M"
"2206",2206,3,1,1,1,0.1051,"1","M"
"2207",2207,3,12,1,1,0.1045,"1","M"
"2208",2208,3,12,1,1,0.1041,"1","M"
"2209",2209,3,1,2,1,0.1031,"2","M"
"2210",2210,3,1,1,1,0.1021,"1","M"
"2212",2212,3,4,1,1,0.1,"1","M"
"2213",2213,3,1,2,1,0.0991,"2","M"
"2214",2214,3,1,1,1,0.099,"1","M"
"2215",2215,3,12,1,1,0.0984,"1","M"
"2218",2218,3,1,2,1,0.0954,"2","M"
"2220",2220,3,12,1,1,0.0932,"1","M"
"2221",2221,3,12,1,1,0.091,"1","M"
"2223",2223,3,1,3,1,0.089,"3","M"
"2225",2225,3,10,1,1,0.0877,"1","M"
"2226",2226,3,1,1,1,0.0875,"1","M"
"2227",2227,3,1,1,1,0.0866,"1","M"
"2228",2228,3,2,1,1,0.0854,"1","M"
"2230",2230,3,1,2,1,0.0844,"2","M"
"2231",2231,3,10,1,1,0.0831,"1","M"
"2233",2233,3,1,1,1,0.0798,"1","M"
"2237",2237,3,10,1,1,0.0714,"1","M"
"2238",2238,3,10,1,1,0.0706,"1","M"
"2239",2239,3,1,1,1,0.0686,"1","M"
"2240",2240,3,10,1,1,0.0679,"1","M"
"2243",2243,3,2,1,1,0.0644,"1","M"
"2244",2244,3,1,1,1,0.0643,"1","M"
"2246",2246,3,11,1,1,0.0639,"1","M"
"2248",2248,3,11,1,1,0.0637,"1","M"
"2249",2249,3,10,1,1,0.0633,"1","M"
"2251",2251,3,11,1,1,0.0593,"1","M"
"2252",2252,3,10,1,1,0.0568,"1","M"
"2254",2254,3,10,1,1,0.0558,"1","M"
"2256",2256,3,10,1,1,0.0533,"1","M"
"2257",2257,3,10,1,1,0.0519,"1","M"
"2259",2259,3,10,1,1,0.0502,"1","M"
"2260",2260,3,10,1,1,0.0479,"1","M"
"2264",2264,3,10,1,1,0.0435,"1","M"
"2265",2265,3,11,1,1,0.0433,"1","M"
"2266",2266,3,10,1,1,0.0411,"1","M"
"2267",2267,3,11,1,1,0.0407,"1","M"
"2271",2271,3,11,1,1,0.0387,"1","M"
"2272",2272,3,10,1,1,0.0366,"1","M"
"2273",2273,3,10,1,1,0.035,"1","M"
"2276",2276,3,11,1,1,0.0275,"1","M"
"2279",2279,3,10,1,1,0.024,"1","M"
"2280",2280,3,10,1,1,0.0237,"1","M"
"2281",2281,3,10,1,1,0.0207,"1","M"
"2282",2282,3,7,1,1,0.0124,"1","M"
"2283",2283,3,7,1,1,0.0064,"1","M"
"2384",2384,4,8,1,1,3.9413,"1","M"
"2388",2388,4,7,1,1,3.5933,"1","M"
"2389",2389,4,9,1,1,3.5575,"1","M"
"2390",2390,4,8,1,1,3.4574,"1","M"
"2393",2393,4,8,1,1,3.215,"1","M"
"2394",2394,4,8,1,1,3.1444,"1","M"
"2396",2396,4,7,1,1,3.0629,"1","M"
"2397",2397,4,8,1,1,3.0269,"1","M"
"2398",2398,4,7,1,1,3.0089,"1","M"
"2399",2399,4,12,1,1,2.9877,"1","M"
"2400",2400,4,7,1,1,2.8942,"1","M"
"2401",2401,4,8,1,1,2.8734,"1","M"
"2402",2402,4,12,1,1,2.8268,"1","M"
"2403",2403,4,8,1,1,2.811,"1","M"
"2405",2405,4,9,1,1,2.7886,"1","M"
"2406",2406,4,7,1,1,2.7764,"1","M"
"2407",2407,4,10,1,1,2.7625,"1","M"
"2408",2408,4,7,1,1,2.7169,"1","M"
"2409",2409,4,8,1,1,2.6957,"1","M"
"2410",2410,4,7,1,1,2.6439,"1","M"
"2411",2411,4,7,1,1,2.626,"1","M"
"2412",2412,4,9,1,1,2.6213,"1","M"
"2413",2413,4,8,1,1,2.5917,"1","M"
"2414",2414,4,9,1,1,2.5463,"1","M"
"2415",2415,4,7,1,1,2.5134,"1","M"
"2416",2416,4,9,1,1,2.4386,"1","M"
"2417",2417,4,9,1,1,2.4196,"1","M"
"2418",2418,4,7,1,1,2.4094,"1","M"
"2419",2419,4,12,1,1,2.3914,"1","M"
"2420",2420,4,7,1,1,2.3901,"1","M"
"2421",2421,4,12,1,1,2.3556,"1","M"
"2422",2422,4,7,1,1,2.3337,"1","M"
"2423",2423,4,8,1,1,2.3228,"1","M"
"2424",2424,4,7,1,1,2.2995,"1","M"
"2425",2425,4,8,1,1,2.2863,"1","M"
"2426",2426,4,8,1,1,2.2853,"1","M"
"2427",2427,4,8,1,1,2.2784,"1","M"
"2428",2428,4,9,1,1,2.2658,"1","M"
"2429",2429,4,9,1,1,2.261,"1","M"
"2430",2430,4,9,1,1,2.1705,"1","M"
"2431",2431,4,8,1,1,2.1028,"1","M"
"2432",2432,4,8,1,1,2.101,"1","M"
"2433",2433,4,8,1,1,2.065,"1","M"
"2434",2434,4,9,1,1,2.0529,"1","M"
"2435",2435,4,9,1,1,2.0231,"1","M"
"2436",2436,4,12,1,1,2.0204,"1","M"
"2437",2437,4,7,1,1,2.006,"1","M"
"2438",2438,4,7,1,1,2.0027,"1","M"
"2439",2439,4,9,1,1,1.9752,"1","M"
"2441",2441,4,9,1,1,1.9651,"1","M"
"2442",2442,4,7,1,1,1.9554,"1","M"
"2443",2443,4,7,1,1,1.9293,"1","M"
"2444",2444,4,12,1,1,1.9247,"1","M"
"2445",2445,4,11,3,1,1.923,"3","M"
"2446",2446,4,7,1,1,1.8931,"1","M"
"2447",2447,4,9,1,1,1.8856,"1","M"
"2448",2448,4,9,1,1,1.8512,"1","M"
"2449",2449,4,7,1,1,1.843,"1","M"
"2450",2450,4,10,1,1,1.8067,"1","M"
"2451",2451,4,7,1,1,1.7896,"1","M"
"2452",2452,4,9,1,1,1.7842,"1","M"
"2453",2453,4,7,1,1,1.7537,"1","M"
"2454",2454,4,12,1,1,1.746,"1","M"
"2455",2455,4,7,1,1,1.7194,"1","M"
"2456",2456,4,11,3,1,1.7106,"3","M"
"2457",2457,4,8,1,1,1.7005,"1","M"
"2458",2458,4,9,1,1,1.6958,"1","M"
"2459",2459,4,7,1,1,1.6549,"1","M"
"2460",2460,4,9,1,1,1.5621,"1","M"
"2461",2461,4,10,1,1,1.505,"1","M"
"2462",2462,4,9,1,1,1.5029,"1","M"
"2463",2463,4,7,1,1,1.4699,"1","M"
"2464",2464,4,9,1,1,1.4481,"1","M"
"2465",2465,4,9,1,1,1.4393,"1","M"
"2466",2466,4,8,1,1,1.4144,"1","M"
"2467",2467,4,12,1,1,1.4098,"1","M"
"2468",2468,4,11,3,1,1.3951,"3","M"
"2469",2469,4,8,1,1,1.3893,"1","M"
"2470",2470,4,7,1,1,1.3299,"1","M"
"2471",2471,4,9,1,1,1.3233,"1","M"
"2472",2472,4,7,1,1,1.3083,"1","M"
"2473",2473,4,9,1,1,1.2351,"1","M"
"2474",2474,4,9,1,1,1.2333,"1","M"
"2475",2475,4,7,1,1,1.2084,"1","M"
"2476",2476,4,7,1,1,1.1803,"1","M"
"2477",2477,4,8,1,1,1.1533,"1","M"
"2478",2478,4,7,1,1,1.1449,"1","M"
"2480",2480,4,8,1,1,1.0771,"1","M"
"2481",2481,4,8,1,1,1.0638,"1","M"
"2482",2482,4,9,1,1,1.0622,"1","M"
"2483",2483,4,8,1,1,1.0102,"1","M"
"2484",2484,4,9,1,1,0.9857,"1","M"
"2485",2485,4,7,1,1,0.9749,"1","M"
"2486",2486,4,8,1,1,0.9003,"1","M"
"2487",2487,4,8,1,1,0.8995,"1","M"
"2488",2488,4,8,1,1,0.8811,"1","M"
"2491",2491,4,8,1,1,0.7531,"1","M"
"2493",2493,4,9,1,1,0.6579,"1","M"
"2494",2494,4,8,1,1,0.6552,"1","M"
"2495",2495,4,8,1,1,0.6546,"1","M"
"2496",2496,4,7,1,1,0.6435,"1","M"
"2497",2497,4,8,1,1,0.6407,"1","M"
"2498",2498,4,9,1,1,0.6085,"1","M"
"2501",2501,4,10,1,1,0.5,"1","M"
"2504",2504,4,9,1,1,0.4441,"1","M"
"2514",2514,4,12,1,1,0.2481,"1","M"
"2521",2521,4,12,1,1,0.2082,"1","M"
"2527",2527,4,12,1,1,0.1614,"1","M"
"2529",2529,4,12,1,1,0.1516,"1","M"
"2533",2533,4,12,1,1,0.1432,"1","M"
"2534",2534,4,12,1,1,0.1432,"1","M"
"2535",2535,4,12,1,1,0.1424,"1","M"
"2536",2536,4,12,1,1,0.1419,"1","M"
"2537",2537,4,10,1,1,0.1406,"1","M"
"2538",2538,4,12,1,1,0.1406,"1","M"
"2539",2539,4,12,1,1,0.1402,"1","M"
"2542",2542,4,12,1,1,0.1366,"1","M"
"2550",2550,4,10,1,1,0.1225,"1","M"
"2552",2552,4,10,1,1,0.1206,"1","M"
"2554",2554,4,10,1,1,0.1173,"1","M"
"2555",2555,4,12,1,1,0.1103,"1","M"
"2557",2557,4,12,1,1,0.1082,"1","M"
"2558",2558,4,12,1,1,0.1078,"1","M"
"2559",2559,4,12,1,1,0.1061,"1","M"
"2560",2560,4,12,1,1,0.1057,"1","M"
"2563",2563,4,10,1,1,0.1003,"1","M"
"2564",2564,4,12,1,1,0.1,"1","M"
"2565",2565,4,12,1,1,0.0996,"1","M"
"2566",2566,4,12,1,1,0.0985,"1","M"
"2567",2567,4,12,1,1,0.0977,"1","M"
"2568",2568,4,12,1,1,0.0962,"1","M"
"2569",2569,4,12,1,1,0.0952,"1","M"
"2571",2571,4,10,1,1,0.0904,"1","M"
"2572",2572,4,10,1,1,0.0902,"1","M"
"2573",2573,4,12,1,1,0.0899,"1","M"
"2574",2574,4,12,1,1,0.0894,"1","M"
"2575",2575,4,10,1,1,0.0893,"1","M"
"2576",2576,4,12,1,1,0.0891,"1","M"
"2578",2578,4,10,1,1,0.0874,"1","M"
"2579",2579,4,10,1,1,0.0849,"1","M"
"2581",2581,4,12,1,1,0.0826,"1","M"
"2582",2582,4,12,1,1,0.0806,"1","M"
"2583",2583,4,12,1,1,0.0805,"1","M"
"2585",2585,4,12,1,1,0.0796,"1","M"
"2586",2586,4,12,1,1,0.0789,"1","M"
"2588",2588,4,10,1,1,0.0786,"1","M"
"2589",2589,4,12,1,1,0.0776,"1","M"
"2590",2590,4,12,1,1,0.0773,"1","M"
"2591",2591,4,10,1,1,0.0765,"1","M"
"2592",2592,4,10,1,1,0.076,"1","M"
"2593",2593,4,9,1,1,0.0757,"1","M"
"2594",2594,4,12,1,1,0.0755,"1","M"
"2595",2595,4,10,1,1,0.0741,"1","M"
"2596",2596,4,12,1,1,0.0741,"1","M"
"2597",2597,4,12,1,1,0.0733,"1","M"
"2598",2598,4,12,1,1,0.0731,"1","M"
"2599",2599,4,12,1,1,0.0728,"1","M"
"2601",2601,4,12,1,1,0.071,"1","M"
"2602",2602,4,12,1,1,0.0693,"1","M"
"2604",2604,4,12,1,1,0.0678,"1","M"
"2605",2605,4,12,1,1,0.0676,"1","M"
"2607",2607,4,10,1,1,0.0657,"1","M"
"2608",2608,4,12,1,1,0.0654,"1","M"
"2609",2609,4,10,1,1,0.063,"1","M"
"2611",2611,4,12,1,1,0.0577,"1","M"
"2613",2613,4,12,1,1,0.0567,"1","M"
"2614",2614,4,8,1,1,0.054,"1","M"
"2616",2616,4,10,1,1,0.053,"1","M"
"2617",2617,4,12,1,1,0.0497,"1","M"
"2619",2619,4,10,1,1,0.0481,"1","M"
"2622",2622,4,10,1,1,0.0455,"1","M"
"2623",2623,4,12,1,1,0.0452,"1","M"
"2624",2624,4,10,1,1,0.0423,"1","M"
"2625",2625,4,10,1,1,0.0417,"1","M"
"2626",2626,4,10,1,1,0.0398,"1","M"
"2627",2627,4,12,1,1,0.0398,"1","M"
"2628",2628,4,10,1,1,0.0367,"1","M"
"2629",2629,4,8,1,1,0.0358,"1","M"
"2630",2630,4,12,1,1,0.0356,"1","M"
"2632",2632,4,10,1,1,0.0343,"1","M"
"2633",2633,4,10,1,1,0.0335,"1","M"
"2634",2634,4,10,1,1,0.0331,"1","M"
"2636",2636,4,10,1,1,0.0307,"1","M"
"2638",2638,4,12,1,1,0.0258,"1","M"
"2640",2640,4,10,1,1,0.02,"1","M"
"2642",2642,4,12,1,1,0.0165,"1","M"
"2643",2643,4,10,1,1,0.0132,"1","M"
"2644",2644,4,12,1,1,0.007,"1","M"
"Sample" "Year" "Month" "Location" "Sex" "GSI" "fLocation" "fSex"
"24" 24 1 5 1 1 5.297 "1" "M"
"48" 48 1 5 3 1 4.2968 "3" "M"
"58" 58 1 6 1 1 3.5008 "1" "M"
"60" 60 1 6 1 1 3.2487 "1" "M"
"61" 61 1 6 1 1 3.2304 "1" "M"
"62" 62 1 5 3 1 3.2263 "3" "M"
"63" 63 1 6 1 1 3.1848 "1" "M"
"65" 65 1 6 1 1 2.9683 "1" "M"
"66" 66 1 5 1 1 2.9544 "1" "M"
"67" 67 1 6 1 1 2.939 "1" "M"
"68" 68 1 5 1 1 2.9327 "1" "M"
"69" 69 1 6 1 1 2.8933 "1" "M"
"70" 70 1 6 1 1 2.8593 "1" "M"
"71" 71 1 5 1 1 2.8534 "1" "M"
"72" 72 1 6 1 1 2.8188 "1" "M"
"73" 73 1 6 1 1 2.8129 "1" "M"
"74" 74 1 6 1 1 2.8037 "1" "M"
"75" 75 1 6 1 1 2.7928 "1" "M"
"77" 77 1 5 1 1 2.6601 "1" "M"
"78" 78 1 6 1 1 2.6492 "1" "M"
"79" 79 1 5 3 1 2.6353 "3" "M"
"80" 80 1 5 1 1 2.6341 "1" "M"
"81" 81 1 5 1 1 2.6241 "1" "M"
"82" 82 1 5 3 1 2.6151 "3" "M"
"83" 83 1 5 1 1 2.6064 "1" "M"
"84" 84 1 5 1 1 2.5951 "1" "M"
"85" 85 1 4 3 1 2.5781 "3" "M"
"86" 86 1 5 1 1 2.5674 "1" "M"
"87" 87 1 5 1 1 2.5616 "1" "M"
"88" 88 1 6 1 1 2.5545 "1" "M"
"89" 89 1 5 1 1 2.5526 "1" "M"
"90" 90 1 6 1 1 2.499 "1" "M"
"91" 91 1 6 1 1 2.4789 "1" "M"
"92" 92 1 6 1 1 2.4606 "1" "M"
"94" 94 1 6 1 1 2.4425 "1" "M"
"95" 95 1 5 1 1 2.4356 "1" "M"
"96" 96 1 5 1 1 2.4238 "1" "M"
"97" 97 1 5 1 1 2.4145 "1" "M"
"98" 98 1 6 3 1 2.4062 "3" "M"
"99" 99 1 5 1 1 2.4038 "1" "M"
"100" 100 1 6 3 1 2.402 "3" "M"
"101" 101 1 6 3 1 2.4006 "3" "M"
"103" 103 1 5 1 1 2.3976 "1" "M"
"104" 104 1 5 3 1 2.3923 "3" "M"
"105" 105 1 5 1 1 2.3882 "1" "M"
"106" 106 1 6 3 1 2.3848 "3" "M"
"107" 107 1 5 1 1 2.3847 "1" "M"
"108" 108 1 5 3 1 2.3746 "3" "M"
"109" 109 1 5 1 1 2.3731 "1" "M"
"110" 110 1 5 1 1 2.3723 "1" "M"
"111" 111 1 5 1 1 2.3714 "1" "M"
"112" 112 1 6 1 1 2.3496 "1" "M"
"113" 113 1 6 1 1 2.3495 "1" "M"
"114" 114 1 5 1 1 2.3282 "1" "M"
"115" 115 1 5 1 1 2.3251 "1" "M"
"116" 116 1 5 1 1 2.322 "1" "M"
"117" 117 1 6 1 1 2.3018 "1" "M"
"118" 118 1 5 1 1 2.3011 "1" "M"
"119" 119 1 5 3 1 2.3 "3" "M"
"120" 120 1 6 1 1 2.286 "1" "M"
"121" 121 1 5 3 1 2.2739 "3" "M"
"122" 122 1 5 1 1 2.2397 "1" "M"
"123" 123 1 5 1 1 2.2392 "1" "M"
"124" 124 1 5 1 1 2.2346 "1" "M"
"125" 125 1 5 3 1 2.2333 "3" "M"
"126" 126 1 5 1 1 2.2233 "1" "M"
"127" 127 1 5 1 1 2.2004 "1" "M"
"128" 128 1 5 1 1 2.187 "1" "M"
"129" 129 1 5 3 1 2.1861 "3" "M"
"130" 130 1 6 1 1 2.1664 "1" "M"
"132" 132 1 3 3 1 2.1571 "3" "M"
"133" 133 1 6 1 1 2.1351 "1" "M"
"134" 134 1 5 1 1 2.1322 "1" "M"
"135" 135 1 5 1 1 2.0922 "1" "M"
"136" 136 1 5 1 1 2.0816 "1" "M"
"137" 137 1 4 3 1 2.0776 "3" "M"
"138" 138 1 5 1 1 2.0694 "1" "M"
"139" 139 1 5 1 1 2.0692 "1" "M"
"140" 140 1 5 1 1 2.0688 "1" "M"
"141" 141 1 5 1 1 2.058 "1" "M"
"142" 142 1 5 3 1 2.0413 "3" "M"
"143" 143 1 3 3 1 2.0259 "3" "M"
"144" 144 1 5 3 1 2.0219 "3" "M"
"145" 145 1 6 1 1 2.0017 "1" "M"
"146" 146 1 5 1 1 1.9842 "1" "M"
"147" 147 1 5 1 1 1.9821 "1" "M"
"148" 148 1 4 3 1 1.9814 "3" "M"
"149" 149 1 4 3 1 1.9621 "3" "M"
"150" 150 1 5 3 1 1.9606 "3" "M"
"151" 151 1 5 3 1 1.9531 "3" "M"
"152" 152 1 4 3 1 1.9021 "3" "M"
"153" 153 1 6 1 1 1.8667 "1" "M"
"154" 154 1 4 3 1 1.8623 "3" "M"
"155" 155 1 5 1 1 1.8468 "1" "M"
"156" 156 1 5 3 1 1.8295 "3" "M"
"157" 157 1 6 1 1 1.8123 "1" "M"
"158" 158 1 5 1 1 1.7984 "1" "M"
"159" 159 1 4 3 1 1.7695 "3" "M"
"161" 161 1 4 3 1 1.7217 "3" "M"
"162" 162 1 6 1 1 1.7187 "1" "M"
"163" 163 1 6 1 1 1.6963 "1" "M"
"164" 164 1 5 1 1 1.6953 "1" "M"
"165" 165 1 5 1 1 1.6927 "1" "M"
"166" 166 1 5 1 1 1.6779 "1" "M"
"167" 167 1 3 3 1 1.6679 "3" "M"
"168" 168 1 5 1 1 1.6669 "1" "M"
"169" 169 1 5 3 1 1.616 "3" "M"
"170" 170 1 4 3 1 1.6157 "3" "M"
"171" 171 1 3 1 1 1.6 "1" "M"
"173" 173 1 5 1 1 1.5658 "1" "M"
"174" 174 1 4 3 1 1.5652 "3" "M"
"175" 175 1 5 1 1 1.5375 "1" "M"
"176" 176 1 4 3 1 1.5303 "3" "M"
"177" 177 1 5 3 1 1.5284 "3" "M"
"180" 180 1 5 1 1 1.5011 "1" "M"
"183" 183 1 4 3 1 1.4546 "3" "M"
"185" 185 1 3 1 1 1.4418 "1" "M"
"187" 187 1 5 1 1 1.4348 "1" "M"
"188" 188 1 3 1 1 1.4332 "1" "M"
"189" 189 1 4 3 1 1.4224 "3" "M"
"190" 190 1 5 1 1 1.3878 "1" "M"
"191" 191 1 3 1 1 1.3794 "1" "M"
"192" 192 1 3 3 1 1.3694 "3" "M"
"194" 194 1 3 1 1 1.3306 "1" "M"
"195" 195 1 3 3 1 1.3258 "3" "M"
"196" 196 1 2 1 1 1.309 "1" "M"
"197" 197 1 5 1 1 1.2717 "1" "M"
"198" 198 1 1 1 1 1.261 "1" "M"
"199" 199 1 5 1 1 1.2585 "1" "M"
"200" 200 1 5 1 1 1.2556 "1" "M"
"201" 201 1 5 1 1 1.2392 "1" "M"
"202" 202 1 3 3 1 1.2091 "3" "M"
"203" 203 1 3 3 1 1.2007 "3" "M"
"204" 204 1 1 1 1 1.1997 "1" "M"
"205" 205 1 3 1 1 1.1983 "1" "M"
"206" 206 1 6 3 1 1.181 "3" "M"
"207" 207 1 5 1 1 1.1784 "1" "M"
"208" 208 1 3 3 1 1.1496 "3" "M"
"209" 209 1 2 1 1 1.147 "1" "M"
"210" 210 1 5 1 1 1.1318 "1" "M"
"211" 211 1 3 3 1 1.1313 "3" "M"
"214" 214 1 3 3 1 1.0964 "3" "M"
"217" 217 1 3 1 1 1.0419 "1" "M"
"221" 221 1 3 1 1 1.0226 "1" "M"
"222" 222 1 5 1 1 1.0218 "1" "M"
"223" 223 1 3 3 1 1.0215 "3" "M"
"225" 225 1 5 1 1 0.9874 "1" "M"
"227" 227 1 4 3 1 0.9868 "3" "M"
"228" 228 1 2 1 1 0.9824 "1" "M"
"229" 229 1 5 1 1 0.968 "1" "M"
"231" 231 1 3 1 1 0.9479 "1" "M"
"232" 232 1 4 3 1 0.9418 "3" "M"
"234" 234 1 2 1 1 0.9219 "1" "M"
"235" 235 1 3 3 1 0.9172 "3" "M"
"236" 236 1 4 3 1 0.9 "3" "M"
"237" 237 1 4 3 1 0.8954 "3" "M"
"238" 238 1 3 1 1 0.8877 "1" "M"
"239" 239 1 5 1 1 0.8876 "1" "M"
"240" 240 1 5 1 1 0.8761 "1" "M"
"242" 242 1 5 1 1 0.8567 "1" "M"
"244" 244 1 1 1 1 0.8373 "1" "M"
"245" 245 1 5 1 1 0.8111 "1" "M"
"246" 246 1 3 3 1 0.799 "3" "M"
"249" 249 1 3 3 1 0.7294 "3" "M"
"250" 250 1 3 1 1 0.7004 "1" "M"
"251" 251 1 3 3 1 0.6882 "3" "M"
"252" 252 1 3 1 1 0.6839 "1" "M"
"253" 253 1 3 3 1 0.6767 "3" "M"
"254" 254 1 5 1 1 0.6748 "1" "M"
"256" 256 1 4 3 1 0.66 "3" "M"
"257" 257 1 3 3 1 0.6459 "3" "M"
"262" 262 1 4 3 1 0.5876 "3" "M"
"263" 263 1 4 3 1 0.5798 "3" "M"
"265" 265 1 2 1 1 0.5685 "1" "M"
"267" 267 1 3 1 1 0.556 "1" "M"
"268" 268 1 5 1 1 0.5558 "1" "M"
"269" 269 1 5 1 1 0.5556 "1" "M"
"270" 270 1 3 1 1 0.5533 "1" "M"
"271" 271 1 1 3 1 0.5518 "3" "M"
"272" 272 1 3 1 1 0.5493 "1" "M"
"274" 274 1 3 3 1 0.5444 "3" "M"
"275" 275 1 2 1 1 0.5318 "1" "M"
"276" 276 1 3 1 1 0.5307 "1" "M"
"277" 277 1 6 1 1 0.5175 "1" "M"
"278" 278 1 4 3 1 0.4943 "3" "M"
"279" 279 1 1 1 1 0.4921 "1" "M"
"280" 280 1 3 3 1 0.4832 "3" "M"
"281" 281 1 1 1 1 0.4808 "1" "M"
"282" 282 1 3 1 1 0.4774 "1" "M"
"283" 283 1 2 3 1 0.4756 "3" "M"
"284" 284 1 3 1 1 0.4653 "1" "M"
"285" 285 1 5 1 1 0.4506 "1" "M"
"286" 286 1 6 1 1 0.4377 "1" "M"
"287" 287 1 4 3 1 0.4259 "3" "M"
"288" 288 1 2 3 1 0.4132 "3" "M"
"289" 289 1 4 3 1 0.3976 "3" "M"
"290" 290 1 3 1 1 0.3905 "1" "M"
"291" 291 1 3 3 1 0.3904 "3" "M"
"297" 297 1 4 3 1 0.343 "3" "M"
"298" 298 1 3 1 1 0.3421 "1" "M"
"302" 302 1 1 1 1 0.3289 "1" "M"
"304" 304 1 2 1 1 0.3122 "1" "M"
"306" 306 1 4 3 1 0.3041 "3" "M"
"307" 307 1 3 1 1 0.3039 "1" "M"
"308" 308 1 3 1 1 0.3028 "1" "M"
"310" 310 1 3 1 1 0.2895 "1" "M"
"312" 312 1 2 3 1 0.287 "3" "M"
"317" 317 1 1 1 1 0.2758 "1" "M"
"318" 318 1 3 3 1 0.2739 "3" "M"
"319" 319 1 2 3 1 0.2738 "3" "M"
"320" 320 1 2 3 1 0.2683 "3" "M"
"321" 321 1 3 3 1 0.265 "3" "M"
"327" 327 1 2 3 1 0.2577 "3" "M"
"328" 328 1 2 3 1 0.2529 "3" "M"
"329" 329 1 1 1 1 0.2506 "1" "M"
"330" 330 1 3 3 1 0.2463 "3" "M"
"332" 332 1 3 3 1 0.2352 "3" "M"
"337" 337 1 3 1 1 0.2252 "1" "M"
"338" 338 1 5 1 1 0.2242 "1" "M"
"340" 340 1 2 1 1 0.2214 "1" "M"
"341" 341 1 2 1 1 0.2207 "1" "M"
"342" 342 1 2 1 1 0.2204 "1" "M"
"346" 346 1 2 3 1 0.2189 "3" "M"
"353" 353 1 3 1 1 0.2065 "1" "M"
"354" 354 1 3 3 1 0.2061 "3" "M"
"358" 358 1 3 3 1 0.2028 "3" "M"
"359" 359 1 2 1 1 0.2024 "1" "M"
"360" 360 1 2 3 1 0.1985 "3" "M"
"363" 363 1 4 3 1 0.1935 "3" "M"
"364" 364 1 3 3 1 0.1893 "3" "M"
"365" 365 1 3 3 1 0.1892 "3" "M"
"366" 366 1 3 3 1 0.1887 "3" "M"
"367" 367 1 3 1 1 0.1875 "1" "M"
"368" 368 1 2 1 1 0.1859 "1" "M"
"371" 371 1 2 3 1 0.1827 "3" "M"
"376" 376 1 5 1 1 0.175 "1" "M"
"378" 378 1 4 3 1 0.1681 "3" "M"
"381" 381 1 1 3 1 0.1661 "3" "M"
"382" 382 1 2 1 1 0.1657 "1" "M"
"383" 383 1 2 3 1 0.1654 "3" "M"
"385" 385 1 2 1 1 0.1621 "1" "M"
"388" 388 1 2 1 1 0.1611 "1" "M"
"389" 389 1 2 1 1 0.1589 "1" "M"
"391" 391 1 2 1 1 0.1555 "1" "M"
"392" 392 1 2 1 1 0.1549 "1" "M"
"393" 393 1 1 1 1 0.1543 "1" "M"
"394" 394 1 1 1 1 0.1541 "1" "M"
"399" 399 1 3 1 1 0.1492 "1" "M"
"410" 410 1 2 1 1 0.1402 "1" "M"
"411" 411 1 2 3 1 0.1401 "3" "M"
